crop,district,market,price,arrival,quantity,unit,literacy,forecast
Tomato,davanagere,davanagere market,1225.51,2025-08-08,1661,kg,89.2,Rain expected
Cotton,chitradurga,chitradurga market,2200.77,2025-10-06,275,ton,81.8,Slight showers
Cotton,Mysuru,Mysuru Mandi,1165.83,2025-10-12,1098,kg,81.8,Drought warning
Maize,Kolar,Kolar Market,3348.52,2025-08-17,2196,quintal,58.7,Rising prices
Rice,chitradurga,chitradurga market,2593.26,2025-09-24,2891,quintal,81.8,Sunny weather
Cotton,davanagere,davanagere market,2284.37,2025-08-25,796,ton,89.2,Drought warning
Rice,davanagere,davanagere market,718.02,2025-09-02,91,kg,89.2,Sunny weather
Wheat,davanagere,davanagere market,2552.3,2025-08-04,2163,quintal,89.2,Rising prices
Cotton,Mysuru,Mysuru Mandi,2401.2,2025-09-25,938,quintal,81.8,Heatwave
Rice,Mysuru,Mysuru Mandi,1006.98,2025-10-25,2897,quintal,81.8,Sunny weather
Tomato,Mysuru,Mysuru Mandi,1156.25,2025-08-18,1449,kg,81.8,Stable
Maize,davanagere,davanagere market,1987.81,2025-09-06,707,ton,89.2,Cold wave
Cotton,Kolar,Kolar Market,2055.11,2025-07-10,2542,ton,58.7,Cold wave
Rice,Mysuru,Mysuru Mandi,3278.48,2025-09-11,496,quintal,81.8,Rising prices
Tomato,Mysuru,Mysuru Mandi,3465.84,2025-07-21,1035,ton,81.8,Stable
Tomato,Kolar,Kolar Market,1252.1,2025-10-08,2432,quintal,58.7,Rising prices
Maize,Tumkur,Tumkur Mandi,2356.82,2025-08-24,2105,kg,80.8,Cold wave
Rice,chitradurga,chitradurga market,1979.92,2025-09-17,579,quintal,81.8,Rising prices
Maize,Kolar,Kolar Market,2371.96,2025-09-26,2982,quintal,58.7,Rising prices
Tomato,Tumkur,Tumkur Mandi,1297.43,2025-07-27,790,ton,80.8,Sunny weather
Maize,Kolar,Kolar Market,2354.96,2025-07-28,434,kg,58.7,Price may drop
Cotton,chitradurga,chitradurga market,2830.56,2025-10-06,710,kg,81.8,Drought warning
Cotton,davanagere,davanagere market,709.13,2025-07-07,1262,quintal,89.2,Heatwave
Tomato,Kolar,Kolar Market,2344.92,2025-10-16,2947,ton,58.7,Flood risk
Rice,Mysuru,Mysuru Mandi,3341.17,2025-09-13,2269,quintal,81.8,Rising prices
Tomato,Kolar,Kolar Market,2524.09,2025-08-21,207,quintal,58.7,Drought warning
Wheat,Kolar,Kolar Market,1206.39,2025-07-24,2148,quintal,58.7,Cold wave
Maize,davanagere,davanagere market,2164.43,2025-10-16,1602,kg,89.2,Rain expected
Rice,Mysuru,Mysuru Mandi,2735.16,2025-07-31,42,kg,81.8,Price may drop
Wheat,Tumkur,Tumkur Mandi,2270.19,2025-08-28,2682,quintal,80.8,Price may drop
Cotton,chitradurga,chitradurga market,1955.7,2025-07-04,1315,quintal,81.8,Slight showers
Cotton,Tumkur,Tumkur Mandi,3145.44,2025-10-26,2638,kg,80.8,Price may drop
Tomato,Mysuru,Mysuru Mandi,2931.75,2025-08-04,2392,kg,81.8,Stable
Rice,Kolar,Kolar Market,2738.68,2025-08-15,2652,quintal,58.7,Rain expected
Tomato,Kolar,Kolar Market,815.79,2025-07-21,2124,kg,58.7,Slight showers
Tomato,davanagere,davanagere market,1315.45,2025-08-25,2020,kg,89.2,Price may drop
Tomato,Tumkur,Tumkur Mandi,1851.86,2025-07-07,1478,kg,80.8,Flood risk
Tomato,Mysuru,Mysuru Mandi,1226.26,2025-10-15,2265,ton,81.8,Heatwave
Wheat,davanagere,davanagere market,1133.08,2025-09-14,1392,quintal,89.2,Slight showers
Rice,chitradurga,chitradurga market,1523.66,2025-10-20,1633,ton,81.8,Flood risk
Tomato,Kolar,Kolar Market,2814.25,2025-07-26,1526,ton,58.7,Price may drop
Cotton,chitradurga,chitradurga market,1114.34,2025-08-29,1628,kg,81.8,Rain expected
Maize,Tumkur,Tumkur Mandi,3461.49,2025-08-06,1882,ton,80.8,Stable
Tomato,Kolar,Kolar Market,2672.13,2025-07-29,911,ton,58.7,Rain expected
Rice,Kolar,Kolar Market,2752.42,2025-07-15,46,kg,58.7,Price may drop
Rice,Kolar,Kolar Market,2659.77,2025-09-12,26,ton,58.7,Rising prices
Cotton,Kolar,Kolar Market,2686.46,2025-07-01,2232,quintal,58.7,Heatwave
Wheat,Tumkur,Tumkur Mandi,3366.66,2025-07-30,1880,ton,80.8,Price may drop
Wheat,chitradurga,chitradurga market,814.56,2025-07-21,309,ton,81.8,Cold wave
Tomato,chitradurga,chitradurga market,1986.81,2025-09-14,2892,quintal,81.8,Rain expected
Rice,Mysuru,Mysuru Mandi,2781.28,2025-09-27,2600,quintal,81.8,Drought warning
Rice,chitradurga,chitradurga market,3370.11,2025-09-15,764,kg,81.8,Heatwave
Cotton,chitradurga,chitradurga market,1317.96,2025-10-07,2762,quintal,81.8,Rising prices
Wheat,davanagere,davanagere market,2310.9,2025-10-20,2040,ton,89.2,Drought warning
Rice,Kolar,Kolar Market,2990.29,2025-08-22,1559,kg,58.7,Slight showers
Maize,chitradurga,chitradurga market,3026.9,2025-07-23,1888,kg,81.8,Rain expected
Rice,chitradurga,chitradurga market,3224.45,2025-09-20,1635,quintal,81.8,Slight showers
Rice,davanagere,davanagere market,1458.22,2025-09-08,63,kg,89.2,Cold wave
Wheat,Kolar,Kolar Market,3165.66,2025-07-19,646,quintal,58.7,Sunny weather
Rice,davanagere,davanagere market,3408.31,2025-09-20,1616,ton,89.2,Sunny weather
Wheat,Tumkur,Tumkur Mandi,837.77,2025-10-05,2840,kg,80.8,Sunny weather
Rice,davanagere,davanagere market,953.46,2025-07-20,546,quintal,89.2,Sunny weather
Cotton,davanagere,davanagere market,2039.15,2025-10-01,1705,ton,89.2,Rising prices
Rice,Tumkur,Tumkur Mandi,2831.94,2025-07-18,1497,ton,80.8,Rising prices
Maize,davanagere,davanagere market,2616.24,2025-08-11,28,kg,89.2,Heatwave
Tomato,Kolar,Kolar Market,884.05,2025-09-17,2928,ton,58.7,Slight showers
Rice,Tumkur,Tumkur Mandi,1119.51,2025-10-08,2470,quintal,80.8,Rain expected
Cotton,Tumkur,Tumkur Mandi,2276.53,2025-07-09,1086,kg,80.8,Drought warning
Tomato,Kolar,Kolar Market,2119.35,2025-09-16,2069,quintal,58.7,Stable
Maize,chitradurga,chitradurga market,1323.17,2025-10-22,2206,quintal,81.8,Flood risk
Rice,davanagere,davanagere market,2042.77,2025-10-03,1667,quintal,89.2,Heatwave
Maize,Tumkur,Tumkur Mandi,1523.91,2025-10-20,1108,quintal,80.8,Cold wave
Rice,davanagere,davanagere market,1532.04,2025-07-30,968,kg,89.2,Flood risk
Cotton,chitradurga,chitradurga market,2852.74,2025-09-15,482,kg,81.8,Heatwave
Maize,davanagere,davanagere market,839.4,2025-09-01,1811,quintal,89.2,Drought warning
Wheat,Kolar,Kolar Market,1413.93,2025-09-23,2928,ton,58.7,Flood risk
Rice,chitradurga,chitradurga market,1609.71,2025-09-09,1878,quintal,81.8,Cold wave
Tomato,Kolar,Kolar Market,3036.94,2025-10-02,675,quintal,58.7,Cold wave
Wheat,Kolar,Kolar Market,2193.88,2025-07-29,1744,quintal,58.7,Price may drop
Maize,Mysuru,Mysuru Mandi,2258.27,2025-09-28,1030,ton,81.8,Heatwave
Maize,Tumkur,Tumkur Mandi,829.96,2025-10-16,234,kg,80.8,Heatwave
Tomato,Mysuru,Mysuru Mandi,2861.45,2025-07-19,149,quintal,81.8,Drought warning
Wheat,Mysuru,Mysuru Mandi,1269.29,2025-10-03,1188,quintal,81.8,Rising prices
Tomato,Kolar,Kolar Market,2808.59,2025-09-13,2802,kg,58.7,Sunny weather
Rice,Tumkur,Tumkur Mandi,2866.52,2025-07-04,2554,quintal,80.8,Price may drop
Cotton,Tumkur,Tumkur Mandi,1882.75,2025-09-23,21,kg,80.8,Rising prices
Maize,Mysuru,Mysuru Mandi,1642.71,2025-08-31,626,quintal,81.8,Rising prices
Tomato,Tumkur,Tumkur Mandi,3475.24,2025-08-22,2047,quintal,80.8,Rising prices
Wheat,Mysuru,Mysuru Mandi,1743.75,2025-10-26,838,kg,81.8,Rising prices
Wheat,davanagere,davanagere market,2044.81,2025-07-21,436,quintal,89.2,Drought warning
Maize,chitradurga,chitradurga market,1301.19,2025-07-25,1515,quintal,81.8,Price may drop
Rice,Tumkur,Tumkur Mandi,3162.25,2025-09-24,1330,kg,80.8,Sunny weather
Wheat,Kolar,Kolar Market,1284.01,2025-07-14,2167,quintal,58.7,Sunny weather
Cotton,Tumkur,Tumkur Mandi,1258.4,2025-10-27,694,quintal,80.8,Sunny weather
Cotton,Kolar,Kolar Market,2254.86,2025-09-21,2502,kg,58.7,Drought warning
Maize,Kolar,Kolar Market,1178.39,2025-10-16,2455,kg,58.7,Drought warning
Cotton,Mysuru,Mysuru Mandi,2996.52,2025-07-29,2857,quintal,81.8,Slight showers
Cotton,Tumkur,Tumkur Mandi,2684.9,2025-09-12,2265,kg,80.8,Rain expected
Rice,chitradurga,chitradurga market,1322.2,2025-08-14,1220,quintal,81.8,Flood risk
Wheat,davanagere,davanagere market,2123.37,2025-08-03,2068,quintal,89.2,Drought warning
Cotton,chitradurga,chitradurga market,1718.28,2025-07-10,2050,kg,81.8,Rain expected
Wheat,davanagere,davanagere market,3226.18,2025-10-08,782,kg,89.2,Heatwave
Maize,Kolar,Kolar Market,2559.54,2025-08-07,1722,kg,58.7,Rain expected
Tomato,davanagere,davanagere market,839.44,2025-08-01,2550,quintal,89.2,Heatwave
Tomato,chitradurga,chitradurga market,3074.94,2025-10-11,2549,kg,81.8,Slight showers
Wheat,Mysuru,Mysuru Mandi,3492.62,2025-09-19,47,ton,81.8,Rain expected
Wheat,chitradurga,chitradurga market,1182.46,2025-10-26,390,kg,81.8,Price may drop
Cotton,Mysuru,Mysuru Mandi,1540.56,2025-10-15,2790,kg,81.8,Cold wave
Tomato,Mysuru,Mysuru Mandi,898.4,2025-10-22,2035,kg,81.8,Price may drop
Maize,Kolar,Kolar Market,2048.2,2025-09-28,2989,quintal,58.7,Flood risk
Cotton,Tumkur,Tumkur Mandi,1812.57,2025-07-23,891,kg,80.8,Rising prices
Tomato,Kolar,Kolar Market,2059.96,2025-09-21,28,quintal,58.7,Rising prices
Wheat,Mysuru,Mysuru Mandi,911.88,2025-07-21,1765,quintal,81.8,Rain expected
Cotton,davanagere,davanagere market,1552.37,2025-10-04,1425,ton,89.2,Price may drop
Wheat,Mysuru,Mysuru Mandi,1855.23,2025-08-23,2958,ton,81.8,Heatwave
Cotton,Tumkur,Tumkur Mandi,2933.84,2025-09-25,1363,ton,80.8,Rising prices
Maize,Kolar,Kolar Market,1993.97,2025-09-25,467,kg,58.7,Sunny weather
Wheat,Kolar,Kolar Market,2990.58,2025-07-09,820,ton,58.7,Drought warning
Rice,Mysuru,Mysuru Mandi,2026.34,2025-08-16,737,quintal,81.8,Flood risk
Tomato,chitradurga,chitradurga market,1558.35,2025-10-15,729,kg,81.8,Stable
Wheat,Mysuru,Mysuru Mandi,1211.21,2025-09-05,719,quintal,81.8,Rain expected
Wheat,Mysuru,Mysuru Mandi,2335.0,2025-09-11,1041,ton,81.8,Heatwave
Maize,Tumkur,Tumkur Mandi,1952.22,2025-10-06,2600,quintal,80.8,Price may drop
Maize,chitradurga,chitradurga market,2995.75,2025-09-06,2927,kg,81.8,Slight showers
Cotton,davanagere,davanagere market,2304.74,2025-09-15,2090,kg,89.2,Sunny weather
Rice,davanagere,davanagere market,3291.67,2025-09-19,1286,kg,89.2,Price may drop
Tomato,chitradurga,chitradurga market,2365.03,2025-10-13,929,ton,81.8,Heatwave
Rice,Mysuru,Mysuru Mandi,3023.48,2025-07-09,2281,ton,81.8,Cold wave
Wheat,Kolar,Kolar Market,2802.09,2025-08-28,1605,kg,58.7,Rain expected
Wheat,davanagere,davanagere market,2483.09,2025-07-12,1906,kg,89.2,Cold wave
Cotton,Mysuru,Mysuru Mandi,709.92,2025-10-11,2934,kg,81.8,Rain expected
Rice,Kolar,Kolar Market,945.49,2025-09-06,297,quintal,58.7,Cold wave
Rice,Mysuru,Mysuru Mandi,2618.48,2025-08-09,230,ton,81.8,Drought warning
Wheat,Tumkur,Tumkur Mandi,2728.39,2025-10-03,560,ton,80.8,Slight showers
Tomato,Kolar,Kolar Market,2469.81,2025-10-23,814,ton,58.7,Drought warning
Tomato,Tumkur,Tumkur Mandi,1931.23,2025-07-24,2435,kg,80.8,Flood risk
Maize,davanagere,davanagere market,3452.33,2025-10-08,2554,ton,89.2,Drought warning
Cotton,Mysuru,Mysuru Mandi,3348.05,2025-07-03,2948,kg,81.8,Rain expected
Tomato,Tumkur,Tumkur Mandi,1671.58,2025-07-14,2813,quintal,80.8,Stable
Tomato,Mysuru,Mysuru Mandi,2390.7,2025-07-18,1069,ton,81.8,Rising prices
Tomato,Tumkur,Tumkur Mandi,1711.12,2025-10-17,566,kg,80.8,Sunny weather
Rice,chitradurga,chitradurga market,1254.3,2025-09-22,2752,quintal,81.8,Flood risk
Rice,davanagere,davanagere market,937.39,2025-09-27,2262,kg,89.2,Flood risk
Tomato,chitradurga,chitradurga market,1416.59,2025-09-12,582,ton,81.8,Slight showers
Maize,Mysuru,Mysuru Mandi,2720.45,2025-08-12,1986,kg,81.8,Flood risk
Maize,chitradurga,chitradurga market,1304.06,2025-09-12,2440,ton,81.8,Flood risk
Wheat,chitradurga,chitradurga market,1562.83,2025-09-19,1856,kg,81.8,Heatwave
Maize,Mysuru,Mysuru Mandi,1844.1,2025-07-04,610,kg,81.8,Heatwave
Maize,Kolar,Kolar Market,2344.59,2025-08-19,1047,quintal,58.7,Rising prices
Cotton,Tumkur,Tumkur Mandi,1325.57,2025-08-16,1132,quintal,80.8,Flood risk
Tomato,Kolar,Kolar Market,2337.69,2025-08-06,88,kg,58.7,Slight showers
Wheat,Kolar,Kolar Market,3311.48,2025-09-10,2127,ton,58.7,Price may drop
Wheat,Mysuru,Mysuru Mandi,1689.95,2025-08-04,450,quintal,81.8,Rain expected
Cotton,Kolar,Kolar Market,3199.34,2025-09-13,2080,kg,58.7,Rain expected
Rice,Tumkur,Tumkur Mandi,3220.35,2025-10-22,832,quintal,80.8,Rising prices
Tomato,Mysuru,Mysuru Mandi,1754.37,2025-08-14,2249,kg,81.8,Rain expected
Cotton,davanagere,davanagere market,1610.81,2025-10-05,1773,kg,89.2,Rising prices
Cotton,chitradurga,chitradurga market,1385.02,2025-08-25,988,ton,81.8,Flood risk
Cotton,davanagere,davanagere market,2090.66,2025-07-27,2752,ton,89.2,Rising prices
Cotton,Tumkur,Tumkur Mandi,2676.72,2025-08-13,973,kg,80.8,Price may drop
Rice,Mysuru,Mysuru Mandi,701.68,2025-08-03,526,kg,81.8,Flood risk
Tomato,davanagere,davanagere market,1645.21,2025-07-04,2889,quintal,89.2,Flood risk
Maize,Tumkur,Tumkur Mandi,2659.69,2025-08-25,2531,ton,80.8,Flood risk
Maize,davanagere,davanagere market,2245.53,2025-09-09,797,quintal,89.2,Drought warning
Wheat,Kolar,Kolar Market,1886.87,2025-09-01,85,quintal,58.7,Price may drop
Cotton,Tumkur,Tumkur Mandi,1818.56,2025-07-21,1512,kg,80.8,Slight showers
Rice,Mysuru,Mysuru Mandi,2494.29,2025-08-25,1393,quintal,81.8,Stable
Cotton,Mysuru,Mysuru Mandi,3176.64,2025-08-04,1961,quintal,81.8,Price may drop
Tomato,davanagere,davanagere market,2226.72,2025-08-13,871,ton,89.2,Heatwave
Rice,Mysuru,Mysuru Mandi,2906.38,2025-10-26,649,quintal,81.8,Rain expected
Maize,chitradurga,chitradurga market,2898.45,2025-08-16,1818,ton,81.8,Rising prices
Wheat,Mysuru,Mysuru Mandi,1577.79,2025-07-06,359,quintal,81.8,Flood risk
Rice,Mysuru,Mysuru Mandi,2184.48,2025-08-23,460,ton,81.8,Sunny weather
Maize,Kolar,Kolar Market,2303.61,2025-09-24,1472,kg,58.7,Sunny weather
Cotton,chitradurga,chitradurga market,1590.7,2025-09-16,2790,ton,81.8,Stable
Maize,chitradurga,chitradurga market,1975.6,2025-07-11,750,quintal,81.8,Drought warning
Wheat,davanagere,davanagere market,1015.02,2025-07-27,2414,ton,89.2,Cold wave
Cotton,Tumkur,Tumkur Mandi,1372.01,2025-10-13,964,quintal,80.8,Stable
Tomato,chitradurga,chitradurga market,1390.93,2025-07-24,851,quintal,81.8,Price may drop
Rice,chitradurga,chitradurga market,2418.23,2025-08-01,2797,kg,81.8,Rising prices
Cotton,Kolar,Kolar Market,2435.96,2025-08-25,1630,kg,58.7,Flood risk
Cotton,Kolar,Kolar Market,1201.48,2025-09-06,393,kg,58.7,Stable
Rice,chitradurga,chitradurga market,781.58,2025-08-30,276,quintal,81.8,Stable
Tomato,davanagere,davanagere market,1427.82,2025-10-03,224,quintal,89.2,Rain expected
Maize,Kolar,Kolar Market,1910.94,2025-10-12,1554,quintal,58.7,Sunny weather
Maize,chitradurga,chitradurga market,3089.81,2025-08-08,713,quintal,81.8,Heatwave
Wheat,Tumkur,Tumkur Mandi,961.28,2025-07-15,437,ton,80.8,Price may drop
Wheat,Tumkur,Tumkur Mandi,2221.52,2025-08-12,2981,quintal,80.8,Flood risk
Tomato,Mysuru,Mysuru Mandi,2792.48,2025-07-11,2112,quintal,81.8,Sunny weather
Maize,chitradurga,chitradurga market,904.79,2025-10-15,2571,ton,81.8,Rising prices
Cotton,Mysuru,Mysuru Mandi,2443.49,2025-09-08,2798,quintal,81.8,Flood risk
Wheat,chitradurga,chitradurga market,1184.06,2025-09-18,1572,ton,81.8,Sunny weather
Tomato,Kolar,Kolar Market,2700.73,2025-08-16,2354,quintal,58.7,Rising prices
Maize,Mysuru,Mysuru Mandi,3287.11,2025-10-14,2608,ton,81.8,Sunny weather
Cotton,Tumkur,Tumkur Mandi,2668.94,2025-07-31,1940,kg,80.8,Price may drop
Wheat,davanagere,davanagere market,1675.6,2025-10-15,2877,quintal,89.2,Slight showers
Cotton,Kolar,Kolar Market,734.81,2025-10-03,2423,kg,58.7,Rain expected
Tomato,Tumkur,Tumkur Mandi,2539.84,2025-10-12,2567,ton,80.8,Rain expected
Maize,Mysuru,Mysuru Mandi,1573.73,2025-08-10,2996,ton,81.8,Sunny weather
Maize,Mysuru,Mysuru Mandi,2291.47,2025-07-06,2134,kg,81.8,Flood risk
Cotton,Kolar,Kolar Market,1015.9,2025-08-15,2115,quintal,58.7,Sunny weather
Maize,davanagere,davanagere market,3083.23,2025-09-03,229,ton,89.2,Drought warning
Rice,Kolar,Kolar Market,2381.73,2025-08-12,104,ton,58.7,Drought warning
Tomato,davanagere,davanagere market,1397.66,2025-07-04,2802,kg,89.2,Slight showers
Cotton,Mysuru,Mysuru Mandi,1757.28,2025-07-20,1814,quintal,81.8,Slight showers
Cotton,Tumkur,Tumkur Mandi,3262.82,2025-09-19,2536,ton,80.8,Heatwave
Maize,davanagere,davanagere market,1980.32,2025-08-17,2851,quintal,89.2,Slight showers
Cotton,davanagere,davanagere market,2011.4,2025-10-16,2290,ton,89.2,Drought warning
Maize,Mysuru,Mysuru Mandi,1696.54,2025-09-18,122,quintal,81.8,Rising prices
Rice,davanagere,davanagere market,950.69,2025-10-19,693,ton,89.2,Heatwave
Rice,Mysuru,Mysuru Mandi,1667.22,2025-10-11,1420,ton,81.8,Cold wave
Wheat,chitradurga,chitradurga market,1285.74,2025-09-21,2691,quintal,81.8,Sunny weather
Wheat,Tumkur,Tumkur Mandi,1000.98,2025-09-03,751,ton,80.8,Stable
Wheat,chitradurga,chitradurga market,916.03,2025-07-28,2867,kg,81.8,Slight showers
Cotton,Mysuru,Mysuru Mandi,1007.29,2025-08-04,2161,ton,81.8,Heatwave
Tomato,Kolar,Kolar Market,2447.4,2025-09-21,2483,quintal,58.7,Cold wave
Rice,davanagere,davanagere market,1940.79,2025-07-07,2563,kg,89.2,Drought warning
Cotton,Kolar,Kolar Market,2265.94,2025-10-03,924,quintal,58.7,Rising prices
Tomato,Mysuru,Mysuru Mandi,1783.9,2025-10-17,2046,kg,81.8,Flood risk
Maize,Mysuru,Mysuru Mandi,2050.21,2025-07-15,1744,quintal,81.8,Stable
Maize,davanagere,davanagere market,2052.67,2025-07-30,669,ton,89.2,Rising prices
Rice,davanagere,davanagere market,2087.45,2025-09-22,880,ton,89.2,Rising prices
Maize,chitradurga,chitradurga market,2778.23,2025-07-31,2732,kg,81.8,Sunny weather
Wheat,Kolar,Kolar Market,1504.45,2025-10-12,2008,ton,58.7,Rising prices
Wheat,Mysuru,Mysuru Mandi,1650.75,2025-07-02,2296,kg,81.8,Rain expected
Maize,Kolar,Kolar Market,3437.31,2025-07-08,1419,kg,58.7,Slight showers
Rice,davanagere,davanagere market,2520.81,2025-08-08,283,quintal,89.2,Drought warning
Cotton,Kolar,Kolar Market,1194.96,2025-09-27,379,kg,58.7,Sunny weather
Maize,chitradurga,chitradurga market,2114.7,2025-09-21,1248,quintal,81.8,Drought warning
Cotton,Kolar,Kolar Market,2029.89,2025-10-24,1951,ton,58.7,Price may drop
Wheat,Tumkur,Tumkur Mandi,777.79,2025-07-17,2892,ton,80.8,Cold wave
Wheat,chitradurga,chitradurga market,811.85,2025-07-31,1789,kg,81.8,Rising prices
Tomato,Tumkur,Tumkur Mandi,1565.2,2025-07-02,1458,ton,80.8,Slight showers
Wheat,Tumkur,Tumkur Mandi,1749.27,2025-09-17,221,quintal,80.8,Cold wave
Cotton,davanagere,davanagere market,2139.28,2025-09-13,2243,kg,89.2,Sunny weather
Cotton,chitradurga,chitradurga market,1262.62,2025-10-17,1506,quintal,81.8,Rising prices
Cotton,Mysuru,Mysuru Mandi,2728.34,2025-10-23,520,ton,81.8,Stable
Rice,chitradurga,chitradurga market,1070.96,2025-09-15,1094,quintal,81.8,Drought warning
Tomato,davanagere,davanagere market,3340.04,2025-10-20,2600,ton,89.2,Heatwave
Wheat,Kolar,Kolar Market,799.67,2025-09-12,159,kg,58.7,Flood risk
Cotton,Tumkur,Tumkur Mandi,2192.07,2025-09-11,1986,kg,80.8,Heatwave
Tomato,chitradurga,chitradurga market,1288.84,2025-09-19,1152,quintal,81.8,Cold wave
Tomato,davanagere,davanagere market,2702.75,2025-09-25,2994,ton,89.2,Drought warning
Maize,davanagere,davanagere market,2589.44,2025-10-20,2777,quintal,89.2,Sunny weather
Wheat,chitradurga,chitradurga market,3463.42,2025-08-18,2865,quintal,81.8,Drought warning
Cotton,Kolar,Kolar Market,1401.87,2025-10-27,2173,quintal,58.7,Stable
Wheat,Kolar,Kolar Market,2786.87,2025-09-12,2046,quintal,58.7,Rain expected
Rice,davanagere,davanagere market,1071.77,2025-07-03,2267,ton,89.2,Rain expected
Cotton,Mysuru,Mysuru Mandi,846.92,2025-08-28,1000,kg,81.8,Cold wave
Maize,Mysuru,Mysuru Mandi,952.02,2025-07-30,2597,ton,81.8,Price may drop
Wheat,Mysuru,Mysuru Mandi,817.1,2025-10-10,1664,quintal,81.8,Flood risk
Tomato,Mysuru,Mysuru Mandi,2451.35,2025-07-02,2534,kg,81.8,Stable
Rice,Mysuru,Mysuru Mandi,1613.71,2025-10-10,2311,ton,81.8,Drought warning
Maize,Mysuru,Mysuru Mandi,1006.13,2025-10-26,1106,quintal,81.8,Sunny weather
Rice,davanagere,davanagere market,943.96,2025-07-23,439,kg,89.2,Heatwave
Rice,davanagere,davanagere market,2645.57,2025-07-17,60,kg,89.2,Slight showers
Maize,Kolar,Kolar Market,2950.19,2025-10-27,379,ton,58.7,Stable
Wheat,Tumkur,Tumkur Mandi,1716.8,2025-10-27,777,quintal,80.8,Cold wave
Cotton,davanagere,davanagere market,3280.03,2025-10-19,1865,quintal,89.2,Flood risk
Rice,Mysuru,Mysuru Mandi,2385.39,2025-09-02,1941,ton,81.8,Flood risk
Maize,chitradurga,chitradurga market,2588.64,2025-09-14,925,ton,81.8,Rain expected
Tomato,davanagere,davanagere market,969.23,2025-07-01,486,kg,89.2,Heatwave
Maize,Mysuru,Mysuru Mandi,1236.68,2025-07-02,768,quintal,81.8,Sunny weather
Maize,Tumkur,Tumkur Mandi,2235.22,2025-09-12,1036,quintal,80.8,Heatwave
Cotton,Mysuru,Mysuru Mandi,3310.69,2025-08-22,1954,kg,81.8,Slight showers
Rice,davanagere,davanagere market,3030.07,2025-08-07,549,quintal,89.2,Slight showers
Maize,Mysuru,Mysuru Mandi,1135.91,2025-09-29,2363,ton,81.8,Drought warning
Rice,davanagere,davanagere market,1591.92,2025-09-20,1292,ton,89.2,Heatwave
Wheat,Mysuru,Mysuru Mandi,2949.08,2025-09-16,153,ton,81.8,Drought warning
Wheat,Mysuru,Mysuru Mandi,1333.94,2025-10-24,2660,ton,81.8,Drought warning
Tomato,chitradurga,chitradurga market,3418.02,2025-09-28,493,kg,81.8,Stable
Tomato,chitradurga,chitradurga market,2403.2,2025-09-19,1851,quintal,81.8,Stable
Wheat,Kolar,Kolar Market,1738.17,2025-08-25,2454,kg,58.7,Flood risk
Cotton,Mysuru,Mysuru Mandi,1334.62,2025-10-26,184,kg,81.8,Stable
Wheat,Mysuru,Mysuru Mandi,1078.65,2025-08-25,2141,quintal,81.8,Rising prices
Maize,Tumkur,Tumkur Mandi,1771.46,2025-08-14,1949,ton,80.8,Stable
Cotton,chitradurga,chitradurga market,1716.91,2025-10-08,2972,ton,81.8,Cold wave
Tomato,chitradurga,chitradurga market,2116.11,2025-09-14,1812,kg,81.8,Flood risk
Maize,davanagere,davanagere market,1709.44,2025-09-22,2317,quintal,89.2,Sunny weather
Cotton,Kolar,Kolar Market,3196.86,2025-07-20,2000,ton,58.7,Slight showers
Cotton,chitradurga,chitradurga market,1828.65,2025-10-22,1842,kg,81.8,Flood risk
Rice,Tumkur,Tumkur Mandi,2500.78,2025-09-10,1189,ton,80.8,Rising prices
